30 23 6
25 7 7
23 33 5
31 18 5
31 52 6
23 16 5
14 30 6
26 2 6
34 19 6
27 6 7
28 58 8
21 0 7
27 1 5
20 57 6
30 51 5
29 9 6
22 57 7
33 35 5
21 37 5
28 21 7
17 28 7
32 8 8
32 47 7
36 15 6
35 55 4
34 37 6
26 12 6
33 24 6
28 35 7
29 22 7
30 0 7
31 60 8
33 48 7
31 37 6
35 0 5
35 37 9
27 47 8
33 27 8
26 26 6
28 53 5
29 43 5
39 37 6
37 36 6
27 27 6
33 62 6
32 58 7
26 18 6
38 28 7
24 20 6
22 49 7
26 3 9
34 54 5
28 25 6
31 10 6
18 57 6
24 7 7
29 52 8
32 44 6
31 63 5
30 60 6
34 18 5
33 58 7
27 57 7
31 40 4
26 1 5
20 53 7
32 47 6
27 12 9
31 63 8
21 31 7
27 12 7
27 16 8
33 69 6
35 26 6
25 37 7
36 10 6
29 31 6
30 34 7
31 64 7
35 6 5
26 63 6
28 28 5
26 20 6
32 18 6
35 68 7
22 18 8
38 62 6
36 12 5
29 52 7
34 0 7
31 59 6
19 49 6
24 55 6
38 9 6
23 30 10
28 16 6
24 59 5
28 16 6
25 12 7
29 23 7
