24 57 1
21 48 6
17 68 4
19 60 6
17 62 4
20 39 2
21 39 7
19 41 9
20 59 7
20 61 9
16 25 2
21 51 9
20 58 5
21 27 1
23 33 7
18 32 4
15 26 5
18 14 1
23 15 9
18 10 6
22 40 8
16 3 6
19 63 7
19 35 4
22 50 2
18 1 2
22 1 4
19 6 3
18 0 6
22 64 1
21 64 2
18 24 3
20 39 6
20 55 7
19 46 2
18 53 1
26 44 2
13 33 4
18 10 1
26 13 2
21 60 0
18 10 8
16 54 5
19 25 1
20 48 9
22 58 6
22 55 7
21 53 1
18 2 3
19 66 1
13 53 5
16 40 2
18 10 6
17 63 4
16 22 9
16 20 8
20 29 4
20 39 6
21 47 4
16 4 3
15 19 7
21 16 3
23 14 3
18 16 2
18 22 7
18 8 9
22 56 2
25 42 0
23 41 8
19 22 8
16 36 1
13 30 6
19 54 2
23 41 0
26 17 1
20 43 0
18 2 6
27 48 8
17 26 6
20 36 4
23 5 7
18 54 4
21 14 8
20 1 3
15 0 0
21 13 3
23 13 0
17 25 6
18 64 5
16 64 5
23 46 3
17 2 1
21 26 7
18 53 5
23 43 6
15 65 5
22 22 4
20 43 2
14 30 7
15 23 5
