78 51 8
77 26 6
76 13 6
63 39 6
75 68 7
57 60 7
77 7 7
43 45 6
76 25 7
82 56 7
71 8 6
54 4 8
51 14 7
67 19 6
85 35 7
60 34 7
81 47 7
51 45 6
77 64 7
90 44 6
69 66 5
71 44 5
71 68 8
84 26 8
90 44 7
76 57 4
82 30 7
95 42 6
69 43 5
56 34 5
82 30 7
59 68 6
69 46 6
67 5 6
73 36 4
55 39 6
84 28 7
42 54 7
46 47 7
72 69 4
76 67 6
70 19 6
50 35 6
60 12 7
66 13 8
54 33 7
74 62 5
64 39 7
80 49 5
70 43 5
68 54 4
78 61 7
77 63 7
59 13 7
59 52 7
60 30 5
79 1 6
60 67 6
63 19 7
78 52 6
49 6 5
86 64 7
75 39 6
72 16 7
54 3 7
75 64 7
69 23 7
65 25 7
80 18 5
77 38 8
72 10 7
65 52 7
71 55 8
99 64 6
83 1 7
65 32 6
83 64 7
55 27 7
82 59 6
72 23 8
48 63 6
66 52 7
64 3 6
64 58 6
49 41 9
67 43 6
81 55 7
85 11 7
61 68 6
64 48 9
68 23 7
82 25 8
43 19 6
63 5 7
73 10 9
69 11 7
76 52 6
79 39 5
53 13 8
73 36 7
