94 68 6
85 60 1
80 56 6
62 39 9
64 49 9
78 43 3
81 62 0
55 31 3
81 58 7
57 34 5
82 41 6
80 44 7
107 9 9
69 28 0
96 12 1
91 26 1
68 10 6
80 8 8
67 57 8
87 45 2
55 11 4
75 37 2
80 24 9
66 29 1
63 11 8
75 3 2
83 43 4
75 20 2
77 22 2
72 2 9
81 30 3
89 16 0
96 30 9
97 8 8
75 3 8
85 35 6
82 49 4
77 56 8
87 43 5
62 33 2
79 53 8
69 42 7
83 34 2
76 34 9
67 6 0
72 21 3
70 14 2
89 66 2
76 20 0
69 56 8
79 49 8
97 44 6
70 25 5
91 52 1
80 53 9
76 36 9
103 14 7
48 23 9
80 3 1
76 21 5
81 2 2
72 6 4
104 26 6
74 13 3
91 53 4
63 28 8
79 48 6
79 56 8
78 8 3
75 21 7
87 21 9
78 45 3
73 17 7
68 52 5
79 36 1
71 44 8
78 63 1
77 16 5
84 29 9
94 4 4
62 15 2
91 36 1
72 53 1
91 14 9
63 2 3
85 66 0
77 52 7
83 39 7
67 22 0
104 15 8
85 23 5
69 17 5
57 55 8
62 2 5
59 2 2
100 66 4
52 50 8
96 54 0
58 3 7
72 61 1
