18 50 9
16 15 3
23 65 1
23 35 6
20 33 4
25 20 1
21 46 5
16 23 8
14 37 1
22 56 1
18 59 9
15 45 2
17 25 0
20 66 0
16 30 6
21 10 7
23 36 7
20 38 2
22 1 8
19 17 9
14 51 6
17 38 3
24 5 4
23 58 2
18 21 7
15 16 1
14 64 1
15 49 6
14 61 0
22 2 7
22 55 5
23 29 8
25 34 7
17 14 6
23 17 9
19 35 7
15 8 7
20 53 3
20 50 7
15 66 1
16 38 8
19 35 3
20 41 3
19 22 8
18 61 4
21 37 1
18 64 9
18 48 5
16 9 1
20 22 2
23 17 5
23 60 7
23 30 5
15 17 5
22 37 0
15 47 9
19 39 4
14 56 9
19 22 9
23 40 2
16 8 9
20 12 1
21 55 6
18 53 3
21 14 8
24 1 1
15 38 2
25 56 7
22 1 7
21 25 3
19 43 5
20 6 5
16 16 1
20 14 6
24 48 3
25 62 0
20 12 3
22 59 9
23 30 7
22 19 0
18 37 1
19 24 0
22 31 5
20 45 3
18 12 2
20 3 2
18 66 8
18 66 3
17 68 4
19 61 6
17 66 6
21 1 4
18 33 2
18 24 9
25 43 3
16 69 9
9 45 1
20 13 7
17 34 7
16 66 0
