102 6 1
58 67 9
87 9 3
86 56 0
75 61 4
75 64 2
87 32 5
90 30 6
100 12 7
79 18 2
78 61 3
85 48 4
101 66 2
74 38 5
64 52 3
70 4 1
60 4 0
79 38 8
70 35 0
85 28 9
111 29 1
93 48 7
83 18 1
83 0 0
74 9 1
78 26 1
66 29 8
66 0 4
60 32 0
96 62 6
69 2 2
93 29 8
90 28 4
84 63 4
89 69 1
97 46 5
85 51 2
67 4 5
69 2 2
99 45 7
58 13 0
88 13 5
79 64 3
70 12 7
94 34 8
78 27 0
89 68 6
83 26 9
73 52 3
80 39 8
97 26 6
74 42 7
77 1 5
92 8 7
91 28 7
69 67 6
76 8 8
88 5 1
71 46 9
75 28 5
72 9 1
80 21 5
75 16 2
86 61 8
100 10 4
77 50 5
71 63 0
88 48 0
81 3 7
71 58 8
94 4 3
90 37 5
66 45 9
94 39 5
109 8 4
96 50 1
72 4 4
77 28 4
61 54 6
62 6 4
71 67 1
76 41 2
77 23 3
95 54 8
88 11 1
87 20 2
75 13 3
89 34 0
92 42 5
81 46 4
78 18 7
87 41 5
83 62 4
95 42 3
95 41 7
96 10 0
50 41 2
71 34 9
86 4 2
69 64 7
